Term	POS1	POS2	POS3	POS4	Subjectivity1	Subjectivity2	Subjectivity3	Subjectivity4	Polarity1	Polarity2	Polarity3	Polarity4	Anger1	Anger2	Anger3	Anger4	Disgust1	Disgust2	Disgust3	Disgust4	Fear1	Fear2	Fear3	Fear4	Happiness1	Happiness2	Happiness3	Happiness4	Sadness1	Sadness2	Sadness3	Sadness4	Surprise1	Surprise2	Surprise3	Surprise4	Aditional1	Aditional2	Aditional3	Aditional4	Comments1	Comments2	Comments3	Comments4	
σαβούρα	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	1	4	2	5	2	3	4	1	1	1	1	1	1	1	1	1	1	1	1	3	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σαδισμός	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	1	N/A	2	1	3	N/A	3	2	1	N/A	2	1	1	N/A	1	1	1	N/A	1	1	4	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σαδιστής	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	1	N/A	3	2	3	N/A	3	3	1	N/A	2	2	1	N/A	1	1	1	N/A	1	1	4	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σαδιστικός -ή -ό	ADJ	ADJ	ADJ	ADJ	SUBJ-	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	1	N/A	3	2	3	N/A	3	3	1	N/A	2	2	1	N/A	1	1	1	N/A	1	1	4	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σαϊνι	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ-	SUBJ+	POS	N/A	POS	BOTH	1	1	1	1	1	1	1	2	1	1	1	1	4	2	4	2	1	1	1	1	5	1	5	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σακατιλίκι	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	NEG	1	N/A	3	1	3	N/A	3	2	1	N/A	2	1	1	N/A	1	1	1	N/A	1	2	3	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σακάτισσα	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	1	N/A	4	1	3	N/A	3	2	1	N/A	2	1	1	N/A	1	1	1	N/A	1	2	3	N/A	3	1	N/A	N/A	N/A	σακάτης	N/A	N/A	N/A	N/A	
σαλιαρίζω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	1	1	3	1	4	3	4	3	1	1	1	1	1	1	1	1	1	1	1	1	4	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σαλιάρισμα	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ-	NEG	NEG	NEG	NEG	1	1	3	1	4	3	4	3	1	1	1	1	1	1	1	1	1	1	1	1	4	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σαμιαμίδι	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ-	SUBJ-	NEG	N/A	NEG	NEG	2	N/A	3	1	5	N/A	3	1	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	4	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σαμιαμίθι	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ-	SUBJ-	NEG	N/A	NEG	NEG	2	N/A	3	1	5	N/A	3	1	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	4	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σαντέζα	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	1	1	3	1	3	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σαπουνόπερα	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ-	NEG	NEG	NEG	NEG	2	1	3	1	3	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σαράβαλο	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	2	1	3	1	3	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σάρκα	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	3	N/A	2	N/A	3	N/A	3	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	3	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σαρκίο	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ+	OBJ	NEG	N/A	NEG	N/A	3	N/A	3	N/A	3	N/A	3	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	3	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σαρξ	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	3	N/A	3	N/A	3	N/A	3	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	3	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σαστίζω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	1	1	1	1	1	1	2	1	4	1	1	3	1	1	1	1	1	1	1	3	5	4	4	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σαστισμένος -η -ο	PART	PART	PART	PART	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	1	1	1	1	1	1	2	1	4	1	1	3	1	1	1	1	1	1	1	3	5	4	4	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σβίγκος	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	1	N/A	2	N/A	4	N/A	3	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	3	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σεβασμός	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	POS	POS	POS	POS	1	1	1	1	1	1	1	1	1	1	1	1	4	1	4	1	1	1	1	1	3	1	4	1	N/A	N/A	N/A	N/A	N/A	exact sentiment: respect	N/A	N/A	
σέβομαι	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ-	SUBJ+	POS	POS	POS	POS	1	1	1	1	1	1	1	1	1	1	1	1	4	1	4	1	1	1	1	1	3	1	3	1	N/A	N/A	N/A	N/A	N/A	exact sentiment: respect	N/A	N/A	
σεμνύνομαι	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ-	SUBJ+	POS	POS	POS	POS	1	1	1	1	1	1	1	1	1	1	1	1	3	1	4	3	1	1	1	1	3	1	4	1	N/A	N/A	N/A	N/A	N/A	exact sentiment: respect	N/A	N/A	
σέρνω	VERB	VERB	VERB	VERB	SUBJ-	OBJ	SUBJ-	SUBJ-	NEG	N/A	NEG	NEG	2	N/A	2	1	3	N/A	2	1	1	N/A	1	2	1	N/A	1	1	1	N/A	1	3	2	N/A	1	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σήμερα	ADV	ADV	ADV	ADV	OBJ	OBJ	OBJ	OBJ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σιγουριά	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	POS	N/A	POS	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	3	N/A	4	N/A	1	N/A	1	N/A	1	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	also: feeling secure	N/A	N/A	
σιγώ	VERB	VERB	VERB	VERB	SUBJ-	OBJ	SUBJ-	SUBJ-	NEG	N/A	NEG	NEG	1	N/A	1	1	1	N/A	1	1	1	N/A	1	3	1	N/A	1	1	1	N/A	1	2	2	N/A	2	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σιλικονάτος	ADJ	ADJ	ADJ	ADJ	SUBJ-	SUBJ-	SUBJ+	SUBJ-	NEG	NEG	NEG	NEG	1	1	3	1	3	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σινάφι	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	1	3	1	4	3	3	3	2	1	2	1	1	1	1	1	1	1	1	1	3	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σιροπιάζω	VERB	VERB	VERB	VERB	SUBJ-	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	1	N/A	1	N/A	3	N/A	3	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σιτεμένος	PART	PART	PART	PART	SUBJ+	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	2	N/A	3	1	3	N/A	3	2	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	3	N/A	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σιτεύω	VERB	VERB	VERB	VERB	SUBJ-	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	2	N/A	2	N/A	3	N/A	3	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	3	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σιχαίνομαι	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	POS	NEG	NEG	3	1	4	3	5	4	5	5	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σιχαμάρα	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	POS	NEG	NEG	3	1	4	2	5	4	5	5	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σιχασιά	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	POS	NEG	NEG	3	1	4	2	5	4	5	5	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σιωπή	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	1	N/A	1	N/A	1	N/A	1	N/A	2	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	3	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σιωπώ	VERB	VERB	VERB	VERB	SUBJ-	OBJ	SUBJ-	SUBJ-	NEG	N/A	NEG	NEG	1	N/A	1	1	1	N/A	1	1	2	N/A	1	2	1	N/A	1	1	1	N/A	1	2	3	N/A	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκανδαλίζω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	NEG	NEG	NEG	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	4	1	3	3	N/A	N/A	N/A	N/A	N/A	exact feeling: shock	N/A	N/A	
σκανδαλιστικός -ή -ό	ADJ	ADJ	ADJ	ADJ	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	NEG	NEG	NEG	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	4	1	3	3	N/A	N/A	N/A	N/A	N/A	exact feeling: shock	N/A	N/A	
σκασμός	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	5	3	3	3	4	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	5	3	N/A	N/A	N/A	N/A	N/A	feeing angry when we say it	N/A	N/A	
σκατά	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	5	2	4	3	5	4	5	4	1	2	1	1	1	1	1	1	1	2	1	2	4	1	5	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκατάκια	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	NEG	4	N/A	4	1	5	N/A	5	3	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	4	N/A	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκατένιος	ADJ	ADJ	ADJ	ADJ	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	5	4	5	3	5	4	5	5	1	1	1	1	1	1	1	1	1	1	1	1	4	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκατής	ADJ	ADJ	ADJ	ADJ	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	5	1	4	2	5	3	5	5	1	1	1	1	1	1	1	1	1	1	1	1	4	1	5	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκατίλα	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	4	1	5	3	5	4	5	5	1	1	1	1	1	1	1	1	1	1	1	2	4	1	5	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκατό	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	5	1	4	3	5	3	4	5	1	1	1	1	1	1	1	1	1	1	1	1	4	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκατό	NOUN	NOUN	NOUN	NOUN	N/A	SUBJ+	SUBJ+	SUBJ+	N/A	NEG	NEG	NEG	N/A	1	4	3	N/A	3	4	5	N/A	1	1	1	N/A	1	1	1	N/A	1	1	1	N/A	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκατόγερος	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	5	1	5	5	5	4	5	3	1	1	1	1	1	1	1	1	1	1	1	1	4	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκατόγρια	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	5	1	5	5	5	4	5	3	1	1	1	1	1	1	1	1	1	1	1	1	4	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκατοδουλειά	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	4	1	5	4	5	3	5	2	1	1	1	1	1	1	1	1	1	1	1	2	4	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκατόλογα	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	NEG	4	N/A	5	4	5	N/A	5	2	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	4	N/A	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκατούλα	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	NEG	4	N/A	5	3	5	N/A	5	4	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	4	N/A	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκατουλάκι	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	BOTH	4	N/A	4	1	5	N/A	5	4	1	N/A	1	1	1	N/A	1	2	1	N/A	1	1	4	N/A	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκατούλι	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	BOTH	4	N/A	4	1	5	N/A	4	4	1	N/A	1	1	1	N/A	1	2	1	N/A	1	1	4	N/A	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκατουλίτσα	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	BOTH	4	N/A	4	1	5	N/A	4	4	1	N/A	1	1	1	N/A	1	2	1	N/A	1	1	4	N/A	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκατώνω	VERB	VERB	VERB	VERB	SUBJ+	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	NEG	5	N/A	5	1	5	N/A	5	4	1	N/A	1	1	1	N/A	1	1	1	N/A	1	3	4	N/A	5	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκάω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ-	SUBJ-	SUBJ+	NEG	NEG	NEG	NEG	4	3	4	3	3	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	5	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκελετός	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	1	N/A	2	N/A	4	N/A	3	N/A	1	N/A	3	N/A	1	N/A	1	N/A	1	N/A	1	N/A	4	N/A	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκίρτημα	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ-	POS	POS	POS	POS	1	1	1	1	1	1	1	1	1	1	1	1	4	3	5	3	1	1	1	1	4	1	5	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκιρτώ	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ+	SUBJ-	POS	POS	POS	POS	1	1	1	1	1	1	1	1	1	1	1	1	4	3	5	3	1	1	1	1	4	1	5	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκλαβιά	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ-	NEG	NEG	NEG	NEG	4	1	2	1	2	4	3	1	3	1	2	2	1	1	1	1	1	1	1	3	2	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκλάβος	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ-	SUBJ-	NEG	NEG	NEG	NEG	4	1	2	1	2	4	3	1	3	1	2	2	1	1	1	1	1	1	1	3	2	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκλαβώνω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ-	SUBJ+	BOTH	BOTH	BOTH	BOTH	4	1	2	1	2	4	3	1	3	1	2	2	3	2	2	3	1	1	1	2	3	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκοτίζω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκουριάζω	VERB	VERB	VERB	VERB	SUBJ-	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	3	N/A	1	1	4	N/A	3	1	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	3	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκυλάραπας	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	4	1	5	3	4	4	5	5	1	1	4	1	1	1	1	1	1	1	1	1	3	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκυλί	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ-	SUBJ-	OBJ	POS	NEG	POS	N/A	1	4	1	N/A	1	2	1	N/A	1	1	1	N/A	3	1	3	N/A	1	1	1	N/A	4	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκυλί	NOUN	NOUN	NOUN	NOUN	N/A	SUBJ-	SUBJ-	OBJ	N/A	NEG	POS	N/A	N/A	4	1	N/A	N/A	2	1	N/A	N/A	1	1	N/A	N/A	1	3	N/A	N/A	1	1	N/A	N/A	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκυλο-	OTHER	N/A	OTHER	N/A	SUBJ+	SUBJ-	SUBJ+	OBJ	NEG	NEG	NEG	N/A	4	3	4	N/A	3	3	4	N/A	1	1	3	N/A	1	1	1	N/A	1	1	1	N/A	3	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκυλολόι	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	4	1	4	2	3	4	5	2	1	1	3	1	1	1	1	1	1	1	1	1	3	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σκυλομούρης	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	4	1	5	1	3	3	5	2	1	1	3	1	1	1	1	1	1	1	1	1	3	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σμπαραλιάζω	VERB	VERB	VERB	VERB	SUBJ+	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	2	1	2	1	3	1	2	1	1	1	1	1	1	1	1	1	4	4	1	1	2	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σόι	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	2	N/A	2	N/A	2	N/A	2	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	2	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σοκάρω	VERB	VERB	VERB	VERB	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	1	1	1	1	2	2	2	2	1	1	1	3	1	1	1	1	1	1	1	3	4	1	5	5	N/A	N/A	N/A	σοκ	N/A	exact feeling: shock	N/A	N/A	
σουαρέ	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	NEG	N/A	NEG	N/A	1	N/A	1	N/A	2	N/A	2	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	3	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σουβλιά	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	NEG	1	N/A	2	1	3	N/A	3	1	1	N/A	1	3	1	N/A	1	1	1	N/A	1	3	3	N/A	3	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σουλιμάς	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	1	N/A	3	1	2	N/A	3	2	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	2	N/A	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σουρεάλ	ADJ	ADJ	ADJ	NOUN	SUBJ-	OBJ	SUBJ-	SUBJ-	NEG	N/A	NEG	BOTH	1	N/A	1	1	2	N/A	2	1	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	2	N/A	3	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σουρεαλιστικός	ADJ	ADJ	ADJ	ADJ	SUBJ-	OBJ	SUBJ-	SUBJ-	NEG	N/A	NEG	BOTH	1	N/A	1	1	2	N/A	2	1	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	2	N/A	2	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σουτ	INTJ	INTJ	NOUN	INTJ	SUBJ+	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	BOTH	3	N/A	2	2	1	N/A	2	1	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	3	N/A	5	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σουτάρω	VERB	VERB	VERB	VERB	SUBJ+	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	3	N/A	2	2	1	N/A	2	1	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	3	N/A	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σουφραζέτα	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ-	SUBJ-	SUBJ-	NEG	NEG	NEG	NEG	1	1	3	1	3	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σοφία	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	POS	N/A	POS	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	4	N/A	3	N/A	1	N/A	1	N/A	4	N/A	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σοφολογιότατος	ADJ	ADJ	ADJ	ADJ	SUBJ-	OBJ	SUBJ-	SUBJ-	POS	N/A	POS	BOTH	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	4	N/A	3	1	1	N/A	1	1	4	N/A	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σπαράζω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ-	SUBJ+	SUBJ-	NEG	NEG	NEG	NEG	1	1	2	3	4	1	2	1	1	1	1	1	1	1	1	1	4	5	4	3	4	1	3	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
σπαραξικάρδιος	ADJ	ADJ	ADJ	ADJ	SUBJ-	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	4	5	4	4	4	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
